uri_o1	label_o1	uri_o2	label_o2	score
http://human.owl#NCI_C52895	cleidooccipital	http://mouse.owl#MA_0002276	cleidooccipital	1.0
http://human.owl#NCI_C52898	constrictor vulvae	http://mouse.owl#MA_0002281	constrictor vulvae	1.0
http://human.owl#NCI_C52901	cutaneous trunci	http://mouse.owl#MA_0002285	cutaneous trunci	1.0
http://human.owl#NCI_C52902	erector spinae	http://mouse.owl#MA_0002289	erector spinae	1.0
http://human.owl#NCI_C52911	extensor carpi radialis brevis	http://mouse.owl#MA_0002290	extensor carpi radialis brevis	1.0
http://human.owl#NCI_C52913	extensor carpi radialis longus	http://mouse.owl#MA_0002291	extensor carpi radialis longus	1.0
http://human.owl#NCI_C52914	extensor carpi ulnaris	http://mouse.owl#MA_0002292	extensor carpi ulnaris	1.0
http://human.owl#NCI_C52916	extensor digitorum communis	http://mouse.owl#MA_0002293	extensor digitorum communis	1.0
http://human.owl#NCI_C52917	extensor digitorum lateralis	http://mouse.owl#MA_0002294	extensor digitorum lateralis	1.0
http://human.owl#NCI_C52918	extensor digitorum longus	http://mouse.owl#MA_0002295	extensor digitorum longus	1.0
http://human.owl#NCI_C52923	flexor digitorum profundus	http://mouse.owl#MA_0002300	flexor digitorum profundus	1.0
http://human.owl#NCI_C52950	levator nasolabialis	http://mouse.owl#MA_0002334	levator nasolabialis	1.0
http://human.owl#NCI_C52925	flexor hallucis longus	http://mouse.owl#MA_0002301	flexor hallucis longus	1.0
http://human.owl#NCI_C52928	genioglossus	http://mouse.owl#MA_0002307	genioglossus	1.0
http://human.owl#NCI_C52930	geniohyoid	http://mouse.owl#MA_0002308	geniohyoid	1.0
http://human.owl#NCI_C52933	gluteus medius	http://mouse.owl#MA_0002310	gluteus medius	1.0
http://human.owl#NCI_C52935	gracilis	http://mouse.owl#MA_0002311	gracilis	1.0
http://human.owl#NCI_C52938	inferior rectal artery	http://mouse.owl#MA_0001979	inferior rectal artery	1.0
http://human.owl#NCI_C52940	infraorbital artery	http://mouse.owl#MA_0001977	infraorbital artery	1.0
http://human.owl#NCI_C52941	internal mammary artery	http://mouse.owl#MA_0001982	internal mammary artery	1.0
http://human.owl#NCI_C52944	iliothoracic	http://mouse.owl#MA_0002322	iliothoracic	1.0
http://human.owl#NCI_C52946	ischiocavernosus	http://mouse.owl#MA_0002330	ischiocavernosus	1.0
http://human.owl#NCI_C52947	labial artery	http://mouse.owl#MA_0001987	labial artery	1.0
http://human.owl#NCI_C52948	lacrimal artery	http://mouse.owl#MA_0001988	lacrimal artery	1.0
http://human.owl#NCI_C53012	serratus dorsalis cranialis	http://mouse.owl#MA_0002377	serratus dorsalis cranialis	1.0
http://human.owl#NCI_C53014	serratus ventralis	http://mouse.owl#MA_0002378	serratus ventralis	1.0
http://human.owl#NCI_C53016	sphincter colli superficialis	http://mouse.owl#MA_0002380	sphincter colli superficialis	1.0
http://human.owl#NCI_C53164	levator labii superioris	http://mouse.owl#MA_0002333	levator labii superioris	1.0
http://human.owl#NCI_C53121	subcostal vein	http://mouse.owl#MA_0002222	subcostal vein	1.0
http://human.owl#NCI_C53128	submental vein	http://mouse.owl#MA_0002223	submental vein	1.0
http://human.owl#NCI_C53129	suprarenal vein	http://mouse.owl#MA_0002229	suprarenal vein	1.0
http://human.owl#NCI_C53143	thymic vein	http://mouse.owl#MA_0002246	thymic vein	1.0
http://human.owl#NCI_C53145	vertebral vein	http://mouse.owl#MA_0002262	vertebral vein	1.0
http://human.owl#NCI_C53146	popliteal lymph node	http://mouse.owl#MA_0000738	popliteal lymph node	1.0
http://human.owl#NCI_C53147	biceps femoris	http://mouse.owl#MA_0002270	biceps femoris	1.0
http://human.owl#NCI_C53149	brachialis	http://mouse.owl#MA_0002271	brachialis	1.0
http://human.owl#NCI_C53150	buccinator	http://mouse.owl#MA_0002272	buccinator	1.0
http://human.owl#NCI_C53152	depressor labii inferioris	http://mouse.owl#MA_0002287	depressor labii inferioris	1.0
http://human.owl#NCI_C53155	flexor carpi radialis	http://mouse.owl#MA_0002297	flexor carpi radialis	1.0
http://human.owl#NCI_C53156	flexor carpi ulnaris	http://mouse.owl#MA_0002298	flexor carpi ulnaris	1.0
http://human.owl#NCI_C53166	longissimus capitis	http://mouse.owl#MA_0002336	longissimus capitis	1.0
http://human.owl#NCI_C53018	thoracodorsal artery	http://mouse.owl#MA_0002065	thoracodorsal artery	1.0
http://human.owl#NCI_C53167	longissimus cervicis	http://mouse.owl#MA_0002337	longissimus cervicis	1.0
http://human.owl#NCI_C53169	longissimus thoracis	http://mouse.owl#MA_0002339	longissimus thoracis	1.0
http://human.owl#NCI_C53171	peroneus longus	http://mouse.owl#MA_0002356	peroneus longus	1.0
http://human.owl#NCI_C53174	pronator teres	http://mouse.owl#MA_0002357	pronator teres	1.0
http://human.owl#NCI_C53175	rectus femoris	http://mouse.owl#MA_0002365	rectus femoris	1.0
http://human.owl#NCI_C53176	semitendinosus	http://mouse.owl#MA_0002375	semitendinosus	1.0
http://human.owl#NCI_C53177	splenius	http://mouse.owl#MA_0002382	splenius	1.0
http://human.owl#NCI_C53178	thyrohyoid	http://mouse.owl#MA_0002393	thyrohyoid	1.0
http://human.owl#NCI_C53179	transversus abdominis	http://mouse.owl#MA_0002396	transversus abdominis	1.0
http://human.owl#NCI_C53180	transversus thoracis	http://mouse.owl#MA_0002397	transversus thoracis	1.0
http://human.owl#NCI_C53181	triceps surae	http://mouse.owl#MA_0002400	triceps surae	1.0
http://human.owl#NCI_C53182	zygomaticus	http://mouse.owl#MA_0002404	zygomaticus	1.0
http://human.owl#NCI_C53078	tibialis caudalis	http://mouse.owl#MA_0002394	tibialis caudalis	1.0
http://human.owl#NCI_C53075	soleus	http://mouse.owl#MA_0002424	soleus	1.0
http://human.owl#NCI_C53073	vastus lateralis	http://mouse.owl#MA_0002402	vastus lateralis	1.0
http://human.owl#NCI_C53072	tensor fasciae lata	http://mouse.owl#MA_0002391	tensor fasciae lata	1.0
http://human.owl#NCI_C53020	thyroid artery	http://mouse.owl#MA_0002066	thyroid artery	1.0
http://human.owl#NCI_C53025	transverse facial artery	http://mouse.owl#MA_0002068	transverse facial artery	1.0
http://human.owl#NCI_C53027	anterior auricular vein	http://mouse.owl#MA_0002083	anterior auricular vein	1.0
http://human.owl#NCI_C53029	azygos vein	http://mouse.owl#MA_0002085	azygos vein	1.0
http://human.owl#NCI_C53031	bronchial vein	http://mouse.owl#MA_0002088	bronchial vein	1.0
http://human.owl#NCI_C53032	cerebellar vein	http://mouse.owl#MA_0002093	cerebellar vein	1.0
http://human.owl#NCI_C53038	spinalis thoracis	http://mouse.owl#MA_0002381	spinalis thoracis	1.0
http://human.owl#NCI_C53041	cutaneous vein	http://mouse.owl#MA_0002098	cutaneous vein	1.0
http://human.owl#NCI_C53043	digital vein	http://mouse.owl#MA_0002101	digital vein	1.0
http://human.owl#NCI_C53044	sternohyoid	http://mouse.owl#MA_0002383	sternohyoid	1.0
http://human.owl#NCI_C53045	epigastric vein	http://mouse.owl#MA_0002114	epigastric vein	1.0
http://human.owl#NCI_C53046	ileal vein	http://mouse.owl#MA_0002140	ileal vein	1.0
http://human.owl#NCI_C53047	ileocolic vein	http://mouse.owl#MA_0002141	ileocolic vein	1.0
http://human.owl#NCI_C53049	inferior palpebral vein	http://mouse.owl#MA_0002147	inferior palpebral vein	1.0
http://human.owl#NCI_C53051	masseteric vein	http://mouse.owl#MA_0002167	masseteric vein	1.0
http://human.owl#NCI_C53056	obturator vein	http://mouse.owl#MA_0002183	obturator vein	1.0
http://human.owl#NCI_C53057	ophthalmic plexus	http://mouse.owl#MA_0002185	ophthalmic plexus	1.0
http://human.owl#NCI_C53058	ovarian vein	http://mouse.owl#MA_0002186	ovarian vein	1.0
http://human.owl#NCI_C53059	pancreatic vein	http://mouse.owl#MA_0002189	pancreatic vein	1.0
http://human.owl#NCI_C53061	pericardiacophrenic vein	http://mouse.owl#MA_0002187	pericardiacophrenic vein	1.0
http://human.owl#NCI_C53062	phrenic vein	http://mouse.owl#MA_0002194	phrenic vein	1.0
http://human.owl#NCI_C53063	retinal vein	http://mouse.owl#MA_0002213	retinal vein	1.0
http://human.owl#NCI_C53069	sternooccipital	http://mouse.owl#MA_0002385	sternooccipital	1.0
http://human.owl#NCI_C53070	sternothyroid	http://mouse.owl#MA_0002386	sternothyroid	1.0
http://human.owl#NCI_C53071	styloglossus	http://mouse.owl#MA_0002387	styloglossus	1.0
http://human.owl#NCI_C52891	bulboglandular	http://mouse.owl#MA_0002273	bulboglandular	1.0
http://human.owl#NCI_C52890	anterior abdominal wall muscle	http://mouse.owl#MA_0002268	anterior abdominal wall muscle	1.0
http://human.owl#NCI_C52888	abductor pollicis longus	http://mouse.owl#MA_0002266	abductor pollicis longus	1.0
http://human.owl#NCI_C52761	rib 7	http://mouse.owl#MA_0001407	rib 7	1.0
http://human.owl#NCI_C52746	internal carotid nerve plexus	http://mouse.owl#MA_0001162	internal carotid nerve plexus	1.0
http://human.owl#NCI_C52747	submucous nerve plexus	http://mouse.owl#MA_0001149	submucous nerve plexus	1.0
http://human.owl#NCI_C52748	myenteric nerve plexus	http://mouse.owl#MA_0001148	myenteric nerve plexus	1.0
http://human.owl#NCI_C52749	leg skin	http://mouse.owl#MA_0000674	leg skin	1.0
http://human.owl#NCI_C52751	ankle skin	http://mouse.owl#MA_0000641	ankle skin	1.0
http://human.owl#NCI_C52752	wrist skin	http://mouse.owl#MA_0000638	wrist skin	1.0
http://human.owl#NCI_C52754	arm skin	http://mouse.owl#MA_0000596	arm skin	1.0
http://human.owl#NCI_C52755	elbow skin	http://mouse.owl#MA_0000610	elbow skin	1.0
http://human.owl#NCI_C52756	neck skin	http://mouse.owl#MA_0000590	neck skin	1.0
http://human.owl#NCI_C52757	head skin	http://mouse.owl#MA_0000582	head skin	1.0
http://human.owl#NCI_C52759	rib 9	http://mouse.owl#MA_0001409	rib 9	1.0
http://human.owl#NCI_C52760	rib 8	http://mouse.owl#MA_0001408	rib 8	1.0
http://human.owl#NCI_C52762	rib 6	http://mouse.owl#MA_0001406	rib 6	1.0
http://human.owl#NCI_C52776	hand digit 2 phalanx	http://mouse.owl#MA_0001390	hand digit 2 phalanx	1.0
http://human.owl#NCI_C52763	rib 5	http://mouse.owl#MA_0001405	rib 5	1.0
http://human.owl#NCI_C52764	rib 4	http://mouse.owl#MA_0001404	rib 4	1.0
http://human.owl#NCI_C52765	rib 3	http://mouse.owl#MA_0001403	rib 3	1.0
http://human.owl#NCI_C52766	rib 2	http://mouse.owl#MA_0001402	rib 2	1.0
http://human.owl#NCI_C52767	rib 12	http://mouse.owl#MA_0001412	rib 12	1.0
http://human.owl#NCI_C52768	rib 11	http://mouse.owl#MA_0001411	rib 11	1.0
http://human.owl#NCI_C52769	rib 10	http://mouse.owl#MA_0001410	rib 10	1.0
http://human.owl#NCI_C52770	rib 1	http://mouse.owl#MA_0001401	rib 1	1.0
http://human.owl#NCI_C52771	hand phalanx	http://mouse.owl#MA_0000306	hand phalanx	1.0
http://human.owl#NCI_C52772	foot phalanx	http://mouse.owl#MA_0000305	foot phalanx	1.0
http://human.owl#NCI_C52773	hand digit 5 phalanx	http://mouse.owl#MA_0001393	hand digit 5 phalanx	1.0
http://human.owl#NCI_C52774	hand digit 4 phalanx	http://mouse.owl#MA_0001392	hand digit 4 phalanx	1.0
http://human.owl#NCI_C52745	palatine bone	http://mouse.owl#MA_0001495	palatine bone	1.0
http://human.owl#NCI_C52742	superior pancreatico duodenal artery	http://mouse.owl#MA_0002015	superior pancreatico duodenal artery	1.0
http://human.owl#NCI_C52741	left renal artery	http://mouse.owl#MA_0002036	left renal artery	1.0
http://human.owl#NCI_C52740	right renal artery	http://mouse.owl#MA_0002037	right renal artery	1.0
http://human.owl#NCI_C52713	cingulate cortex	http://mouse.owl#MA_0000904	cingulate cortex	1.0
http://human.owl#NCI_C52714	cortical bone	http://mouse.owl#MA_0001461	cortical bone	1.0
http://human.owl#NCI_C52715	costal arch	http://mouse.owl#MA_0001396	costal arch	1.0
http://human.owl#NCI_C52716	cuneate nucleus	http://mouse.owl#MA_0001035	cuneate nucleus	1.0
http://human.owl#NCI_C52717	dorsal thalamus	http://mouse.owl#MA_0000180	dorsal thalamus	1.0
http://human.owl#NCI_C52718	eyelid skin	http://mouse.owl#MA_0001256	eyelid skin	1.0
http://human.owl#NCI_C52719	foot digit skin	http://mouse.owl#MA_0000650	foot digit skin	1.0
http://human.owl#NCI_C52750	foot skin	http://mouse.owl#MA_0000654	foot skin	1.0
http://human.owl#NCI_C52720	hand digit skin	http://mouse.owl#MA_0000626	hand digit skin	1.0
http://human.owl#NCI_C52753	hand skin	http://mouse.owl#MA_0000630	hand skin	1.0
http://human.owl#NCI_C52721	inferior hypogastric nerve plexus	http://mouse.owl#MA_0001141	inferior hypogastric nerve plexus	1.0
http://human.owl#NCI_C52831	hypogastric nerve plexus	http://mouse.owl#MA_0001140	hypogastric nerve plexus	1.0
http://human.owl#NCI_C52722	long bone epiphysis	http://mouse.owl#MA_0001362	long bone epiphysis	1.0
http://human.owl#NCI_C52724	medial palpebral ligament	http://mouse.owl#MA_0001258	medial palpebral ligament	1.0
http://human.owl#NCI_C52727	rib head	http://mouse.owl#MA_0001415	rib head	1.0
http://human.owl#NCI_C52728	rib shaft	http://mouse.owl#MA_0001416	rib shaft	1.0
http://human.owl#NCI_C52729	rib tubercle	http://mouse.owl#MA_0001417	rib tubercle	1.0
http://human.owl#NCI_C52730	sternal manubrium	http://mouse.owl#MA_0001332	sternal manubrium	1.0
http://human.owl#NCI_C52731	ventral thalamus	http://mouse.owl#MA_0000181	ventral thalamus	1.0
http://human.owl#NCI_C52733	accumbens nucleus	http://mouse.owl#MA_0000892	accumbens nucleus	1.0
http://human.owl#NCI_C52734	external sural artery	http://mouse.owl#MA_0002059	external sural artery	1.0
http://human.owl#NCI_C52736	superior suprarenal artery	http://mouse.owl#MA_0002057	superior suprarenal artery	1.0
http://human.owl#NCI_C52737	inferior suprarenal artery	http://mouse.owl#MA_0002056	inferior suprarenal artery	1.0
http://human.owl#NCI_C52738	right spermatic artery	http://mouse.owl#MA_0002042	right spermatic artery	1.0
http://human.owl#NCI_C52739	left spermatic artery	http://mouse.owl#MA_0002041	left spermatic artery	1.0
http://human.owl#NCI_C52775	hand digit 3 phalanx	http://mouse.owl#MA_0001391	hand digit 3 phalanx	1.0
http://human.owl#NCI_C52777	hand digit 1 phalanx	http://mouse.owl#MA_0001389	hand digit 1 phalanx	1.0
http://human.owl#NCI_C52886	orbicularis oculi	http://mouse.owl#MA_0001254	orbicularis oculi	1.0
http://human.owl#NCI_C52839	foot digit 1	http://mouse.owl#MA_0000465	foot digit 1	1.0
http://human.owl#NCI_C52815	median nerve	http://mouse.owl#MA_0001168	median nerve	1.0
http://human.owl#NCI_C52816	femoral nerve	http://mouse.owl#MA_0001167	femoral nerve	1.0
http://human.owl#NCI_C52817	axillary nerve	http://mouse.owl#MA_0001166	axillary nerve	1.0
http://human.owl#NCI_C52827	thoracic sympathetic nerve trunk	http://mouse.owl#MA_0001165	thoracic sympathetic nerve trunk	1.0
http://human.owl#NCI_C52828	lumbar sympathetic nerve trunk	http://mouse.owl#MA_0001163	lumbar sympathetic nerve trunk	1.0
http://human.owl#NCI_C52829	thoracic ganglion	http://mouse.owl#MA_0001159	thoracic ganglion	1.0
http://human.owl#NCI_C52833	cardiac nerve plexus	http://mouse.owl#MA_0001138	cardiac nerve plexus	1.0
http://human.owl#NCI_C52834	hand digit 1	http://mouse.owl#MA_0000454	hand digit 1	1.0
http://human.owl#NCI_C52835	hand digit 2	http://mouse.owl#MA_0000455	hand digit 2	1.0
http://human.owl#NCI_C52836	hand digit 3	http://mouse.owl#MA_0000456	hand digit 3	1.0
http://human.owl#NCI_C52837	hand digit 4	http://mouse.owl#MA_0000457	hand digit 4	1.0
http://human.owl#NCI_C52838	hand digit 5	http://mouse.owl#MA_0000458	hand digit 5	1.0
http://human.owl#NCI_C52840	foot digit 2	http://mouse.owl#MA_0000466	foot digit 2	1.0
http://human.owl#NCI_C52778	foot digit 1 phalanx	http://mouse.owl#MA_0001381	foot digit 1 phalanx	1.0
http://human.owl#NCI_C52841	foot digit 3	http://mouse.owl#MA_0000467	foot digit 3	1.0
http://human.owl#NCI_C52842	foot digit 4	http://mouse.owl#MA_0000468	foot digit 4	1.0
http://human.owl#NCI_C52843	foot digit 5	http://mouse.owl#MA_0000469	foot digit 5	1.0
http://human.owl#NCI_C52845	cerebellar artery	http://mouse.owl#MA_0001933	cerebellar artery	1.0
http://human.owl#NCI_C52847	buccal artery	http://mouse.owl#MA_0001924	buccal artery	1.0
http://human.owl#NCI_C52848	alveolar artery	http://mouse.owl#MA_0001913	alveolar artery	1.0
http://human.owl#NCI_C52849	auricular artery	http://mouse.owl#MA_0001918	auricular artery	1.0
http://human.owl#NCI_C52850	cervical artery	http://mouse.owl#MA_0001936	cervical artery	1.0
http://human.owl#NCI_C52855	ethmoidal artery	http://mouse.owl#MA_0001949	ethmoidal artery	1.0
http://human.owl#NCI_C52856	frontal artery	http://mouse.owl#MA_0001960	frontal artery	1.0
http://human.owl#NCI_C52857	gastroepiploic artery	http://mouse.owl#MA_0001962	gastroepiploic artery	1.0
http://human.owl#NCI_C52861	inferior epigastric artery	http://mouse.owl#MA_0001978	inferior epigastric artery	1.0
http://human.owl#NCI_C52814	peroneal nerve	http://mouse.owl#MA_0001169	peroneal nerve	1.0
http://human.owl#NCI_C52813	phrenic nerve	http://mouse.owl#MA_0001170	phrenic nerve	1.0
http://human.owl#NCI_C52812	radial nerve	http://mouse.owl#MA_0001171	radial nerve	1.0
http://human.owl#NCI_C52810	sciatic nerve	http://mouse.owl#MA_0001172	sciatic nerve	1.0
http://human.owl#NCI_C52779	foot digit 2 phalanx	http://mouse.owl#MA_0001382	foot digit 2 phalanx	1.0
http://human.owl#NCI_C52780	foot digit 3 phalanx	http://mouse.owl#MA_0001383	foot digit 3 phalanx	1.0
http://human.owl#NCI_C52781	foot digit 4 phalanx	http://mouse.owl#MA_0001384	foot digit 4 phalanx	1.0
http://human.owl#NCI_C52782	foot digit 5 phalanx	http://mouse.owl#MA_0001385	foot digit 5 phalanx	1.0
http://human.owl#NCI_C52783	distal phalanx of foot	http://mouse.owl#MA_0001380	distal phalanx of foot	1.0
http://human.owl#NCI_C52784	distal phalanx of hand	http://mouse.owl#MA_0001388	distal phalanx of hand	1.0
http://human.owl#NCI_C52785	proximal phalanx of foot	http://mouse.owl#MA_0001387	proximal phalanx of foot	1.0
http://human.owl#NCI_C52786	proximal phalanx of hand	http://mouse.owl#MA_0001395	proximal phalanx of hand	1.0
http://human.owl#NCI_C52787	metatarsal bone digit 5	http://mouse.owl#MA_0001373	metatarsal bone digit 5	1.0
http://human.owl#NCI_C52788	metatarsal bone digit 4	http://mouse.owl#MA_0001372	metatarsal bone digit 4	1.0
http://human.owl#NCI_C52789	metatarsal bone digit 3	http://mouse.owl#MA_0001371	metatarsal bone digit 3	1.0
http://human.owl#NCI_C52790	metatarsal bone digit 2	http://mouse.owl#MA_0001370	metatarsal bone digit 2	1.0
http://human.owl#NCI_C52791	metatarsal bone digit 1	http://mouse.owl#MA_0001369	metatarsal bone digit 1	1.0
http://human.owl#NCI_C52792	metacarpal bone digit 5	http://mouse.owl#MA_0001368	metacarpal bone digit 5	1.0
http://human.owl#NCI_C52793	metacarpal bone digit 4	http://mouse.owl#MA_0001367	metacarpal bone digit 4	1.0
http://human.owl#NCI_C52794	metacarpal bone digit 3	http://mouse.owl#MA_0001366	metacarpal bone digit 3	1.0
http://human.owl#NCI_C52795	metacarpal bone digit 2	http://mouse.owl#MA_0001365	metacarpal bone digit 2	1.0
http://human.owl#NCI_C52796	metacarpal bone digit 1	http://mouse.owl#MA_0001364	metacarpal bone digit 1	1.0
http://human.owl#NCI_C52799	talus	http://mouse.owl#MA_0001351	talus	1.0
http://human.owl#NCI_C52800	orbitalis muscle	http://mouse.owl#MA_0001274	orbitalis muscle	1.0
http://human.owl#NCI_C52803	eyelid muscle	http://mouse.owl#MA_0000269	eyelid muscle	1.0
http://human.owl#NCI_C52802	levator palpebrae superioris	http://mouse.owl#MA_0001272	levator palpebrae superioris	1.0
http://human.owl#NCI_C52805	lumbosacral plexus	http://mouse.owl#MA_0001181	lumbosacral plexus	1.0
http://human.owl#NCI_C52807	ulnar nerve	http://mouse.owl#MA_0001174	ulnar nerve	1.0
http://human.owl#NCI_C52809	tibial nerve	http://mouse.owl#MA_0001173	tibial nerve	1.0
http://human.owl#NCI_C32981	lesser omentum	http://mouse.owl#MA_0001623	lesser omentum	1.0
http://human.owl#NCI_C52685	inferior vesical artery	http://mouse.owl#MA_0002079	inferior vesical artery	1.0
http://human.owl#NCI_C32976	lens fiber	http://mouse.owl#MA_0001304	lens fiber	1.0
http://human.owl#NCI_C12506	tooth	http://mouse.owl#MA_0000348	tooth	1.0
http://human.owl#NCI_C12464	spinal cord	http://mouse.owl#MA_0000216	spinal cord	1.0
http://human.owl#NCI_C12465	peripheral nervous system	http://mouse.owl#MA_0000218	peripheral nervous system	1.0
http://human.owl#NCI_C12466	nerve	http://mouse.owl#MA_0000217	nerve	1.0
http://human.owl#NCI_C12467	sympathetic ganglion	http://mouse.owl#MA_0000226	sympathetic ganglion	1.0
http://human.owl#NCI_C12720	autonomic ganglion	http://mouse.owl#MA_0000220	autonomic ganglion	1.0
http://human.owl#NCI_C12468	lung	http://mouse.owl#MA_0000415	lung	1.0
http://human.owl#NCI_C12472	adipose tissue	http://mouse.owl#MA_0000009	adipose tissue	1.0
http://human.owl#NCI_C13044	joint	http://mouse.owl#MA_0000319	joint	1.0
http://human.owl#NCI_C12757	occipital bone	http://mouse.owl#MA_0001468	occipital bone	1.0
http://human.owl#NCI_C12498	external acoustic meatus	http://mouse.owl#MA_0000260	external acoustic meatus	1.0
http://human.owl#NCI_C12502	tympanic membrane	http://mouse.owl#MA_0000257	tympanic membrane	1.0
http://human.owl#NCI_C12797	temporal bone	http://mouse.owl#MA_0001476	temporal bone	1.0
http://human.owl#NCI_C12877	venous sinus	http://mouse.owl#MA_0000070	venous sinus	1.0
http://human.owl#NCI_C12462	dorsal root ganglion	http://mouse.owl#MA_0000232	dorsal root ganglion	1.0
http://human.owl#NCI_C12515	superior sagittal sinus	http://mouse.owl#MA_0001867	superior sagittal sinus	1.0
http://human.owl#NCI_C13049	lymphoid tissue	http://mouse.owl#MA_0002436	lymphoid tissue	1.0
http://human.owl#NCI_C32746	hyaline cartilage	http://mouse.owl#MA_0000109	hyaline cartilage	1.0
http://human.owl#NCI_C12986	alveolus	http://mouse.owl#MA_0000420	alveolus	1.0
http://human.owl#NCI_C12705	endocrine system	http://mouse.owl#MA_0000012	endocrine system	1.0
http://human.owl#NCI_C13047	seminiferous tubule	http://mouse.owl#MA_0000412	seminiferous tubule	1.0
http://human.owl#NCI_C13277	semen	http://mouse.owl#MA_0002522	semen	1.0
http://human.owl#NCI_C32509	endocrine pancreas	http://mouse.owl#MA_0001582	endocrine pancreas	1.0
http://human.owl#NCI_C33871	vestibular labyrinth	http://mouse.owl#MA_0000245	vestibular labyrinth	1.0
http://human.owl#NCI_C12641	substantia gelatinosa	http://mouse.owl#MA_0001124	substantia gelatinosa	1.0
http://human.owl#NCI_C12700	cranial nerve	http://mouse.owl#MA_0000215	cranial nerve	1.0
http://human.owl#NCI_C12666	adrenal gland	http://mouse.owl#MA_0000116	adrenal gland	1.0
http://human.owl#NCI_C12719	ganglion	http://mouse.owl#MA_0002406	ganglion	1.0
http://human.owl#NCI_C12461	corpora quadrigemina	http://mouse.owl#MA_0002567	corpora quadrigemina	1.0
http://human.owl#NCI_C12776	pulmonary vein	http://mouse.owl#MA_0002206	pulmonary vein	1.0
http://human.owl#NCI_C12445	cerebellum	http://mouse.owl#MA_0000198	cerebellum	1.0
http://human.owl#NCI_C12431	bone marrow	http://mouse.owl#MA_0000134	bone marrow	1.0
http://human.owl#NCI_C12735	immune system	http://mouse.owl#MA_0002711	immune system	1.0
http://human.owl#NCI_C12909	hematopoietic system	http://mouse.owl#MA_0002434	hematopoietic system	1.0
http://human.owl#NCI_C12432	spleen	http://mouse.owl#MA_0000141	spleen	1.0
http://human.owl#NCI_C12434	blood	http://mouse.owl#MA_0000059	blood	1.0
http://human.owl#NCI_C12435	muscle tissue	http://mouse.owl#MA_0002437	muscle tissue	1.0
http://human.owl#NCI_C13056	muscle	http://mouse.owl#MA_0000015	muscle	1.0
http://human.owl#NCI_C12438	central nervous system	http://mouse.owl#MA_0000167	central nervous system	1.0
http://human.owl#NCI_C12755	nervous system	http://mouse.owl#MA_0000016	nervous system	1.0
http://human.owl#NCI_C12440	amygdala	http://mouse.owl#MA_0000887	amygdala	1.0
http://human.owl#NCI_C12442	medulla oblongata	http://mouse.owl#MA_0000206	medulla oblongata	1.0
http://human.owl#NCI_C12444	hippocampus	http://mouse.owl#MA_0000191	hippocampus	1.0
http://human.owl#NCI_C12446	corpus callosum	http://mouse.owl#MA_0000188	corpus callosum	1.0
http://human.owl#NCI_C12458	hypothalamus	http://mouse.owl#MA_0000173	hypothalamus	1.0
http://human.owl#NCI_C33892	white matter	http://mouse.owl#MA_0001135	white matter	1.0
http://human.owl#NCI_C49347	cerebral white matter	http://mouse.owl#MA_0000945	cerebral white matter	1.0
http://human.owl#NCI_C12447	basal ganglia	http://mouse.owl#MA_0000184	basal ganglia	1.0
http://human.owl#NCI_C12449	globus pallidus	http://mouse.owl#MA_0000890	globus pallidus	1.0
http://human.owl#NCI_C12451	caudate nucleus	http://mouse.owl#MA_0000894	caudate nucleus	1.0
http://human.owl#NCI_C49346	brain nucleus	http://mouse.owl#MA_0000811	brain nucleus	1.0
http://human.owl#NCI_C12452	putamen	http://mouse.owl#MA_0000895	putamen	1.0
http://human.owl#NCI_C12453	substantia nigra	http://mouse.owl#MA_0000210	substantia nigra	1.0
http://human.owl#NCI_C12454	subthalamic nucleus	http://mouse.owl#MA_0000877	subthalamic nucleus	1.0
http://human.owl#NCI_C12456	diencephalon	http://mouse.owl#MA_0000171	diencephalon	1.0
http://human.owl#NCI_C12457	epithalamus	http://mouse.owl#MA_0000172	epithalamus	1.0
http://human.owl#NCI_C12459	thalamus	http://mouse.owl#MA_0000179	thalamus	1.0
http://human.owl#NCI_C12668	anterior eye segment	http://mouse.owl#MA_0002484	eye anterior segment	1.0
http://human.owl#NCI_C12669	aorta	http://mouse.owl#MA_0000062	aorta	1.0
http://human.owl#NCI_C12670	aortic valve	http://mouse.owl#MA_0000087	aortic valve	1.0
http://human.owl#NCI_C12745	lymph node	http://mouse.owl#MA_0000139	lymph node	1.0
http://human.owl#NCI_C12716	femoral vein	http://mouse.owl#MA_0002118	femoral vein	1.0
http://human.owl#NCI_C12814	vein	http://mouse.owl#MA_0000067	vein	1.0
http://human.owl#NCI_C12717	femur	http://mouse.owl#MA_0001359	femur	1.0
http://human.owl#NCI_C12718	fibula	http://mouse.owl#MA_0001360	fibula	1.0
http://human.owl#NCI_C13060	sensory ganglion	http://mouse.owl#MA_0002566	sensory ganglion	1.0
http://human.owl#NCI_C12725	gonad	http://mouse.owl#MA_0002420	gonad	1.0
http://human.owl#NCI_C12731	humerus	http://mouse.owl#MA_0001356	humerus	1.0
http://human.owl#NCI_C12733	iliac artery	http://mouse.owl#MA_0001971	iliac artery	1.0
http://human.owl#NCI_C12734	iliac vein	http://mouse.owl#MA_0002142	iliac vein	1.0
http://human.owl#NCI_C12737	iris	http://mouse.owl#MA_0000273	iris	1.0
http://human.owl#NCI_C12738	jugular vein	http://mouse.owl#MA_0002154	jugular vein	1.0
